Wavelength (nm),Position (mm),Counts
655,99.9939738750001,113640.0
655,99.97168537500009,114520.0
655,99.9349188750001,114020.0
655,99.8841982500001,112620.0
655,99.81618975000009,112620.0
655,99.73256025000009,114580.0
655,99.6358815000001,114920.0
655,99.5251057500001,113160.0
655,99.3979946250001,111859.99999999999
655,99.25388137500009,111859.99999999999
655,99.09538537500009,111400.0
655,98.91479137500009,111600.0
655,98.73257812500009,111859.99999999999
655,98.52698100000009,111940.00000000001
655,98.31019200000009,111940.00000000001
655,98.07249562500009,112660.0
655,97.8191306250001,111220.0
655,97.5569550000001,112380.0
655,97.2745387500001,112880.0
655,96.9804067500001,112880.0
655,96.66131925000009,114680.0
655,96.3240390000001,115280.0
655,96.00557062500009,112860.0
655,95.6306190000001,112620.0
655,95.26262062500008,112620.0
655,94.8772867500001,113040.0
655,94.48199925000009,115300.0
655,94.06142287500009,115480.0
655,93.63365512500009,114700.0
655,93.18245587500009,114700.0
655,92.71873125000009,113660.0
655,92.24419575000009,112380.0
655,91.76418337500009,110840.00000000001
655,91.28421862500008,112300.0
655,90.80720662500008,112300.0
655,90.32719425000009,114480.0
655,89.83818075000008,113780.0
655,89.36421675000008,112780.0
655,88.88720475000008,112640.0
655,88.41019275000009,112640.0
655,87.93318075000009,113480.0
655,87.45921675000008,115240.0
655,86.96720287500008,114140.0
655,86.48419012500008,112740.0
655,86.00422537500008,112740.0
655,85.52421300000009,112159.99999999999
655,85.05020137500009,114480.0
655,84.57018900000007,113760.0
655,84.09322462500008,114800.0
655,83.60721150000009,114800.0
655,83.12419875000008,115520.0
655,82.64118600000008,115300.0
655,82.17322275000008,115580.0
655,81.68120887500008,115680.0
655,81.21019762500008,115680.0
655,80.73618600000007,116540.0
655,80.24722012500007,114960.0
655,79.77320850000008,114000.0
655,79.28419500000007,112840.0
655,78.81318375000006,112840.0
655,78.33921975000008,112580.0
655,77.85320662500007,111980.0
655,77.37319425000007,114160.0
655,76.89018150000007,114600.0
655,76.41621750000007,114600.0
655,75.93620512500007,114900.0
655,75.45319237500007,113860.0
655,74.97017962500007,112059.99999999999
655,74.49621562500008,111200.0
655,74.01320287500008,111200.0
655,73.53319050000007,113660.0
655,73.05322575000008,114520.0
655,72.57921412500006,114480.0
655,72.09020062500008,114260.0
655,71.61318862500008,114260.0
655,71.13922462500007,116060.0
655,70.65321150000007,113540.0
655,70.17019875000007,112220.0
655,69.69918750000006,112540.00000000001
655,69.21922275000006,112540.00000000001
655,68.73320962500007,112520.0
655,68.26219837500007,112600.0
655,67.77918562500005,112100.0
655,67.29922087500006,113040.0
655,66.82220887500007,113040.0
655,66.34519687500007,111780.0
655,65.86518450000007,112359.99999999999
655,65.37021787500007,114220.0
655,64.89920662500006,113160.0
655,64.41619387500006,113160.0
655,63.93618150000006,114000.0
655,63.46821825000006,114000.0
655,62.991206250000054,115320.0
655,62.50219275000006,114460.0
655,62.00722612500006,114460.0
655,61.54521600000005,115000.0
655,61.05620250000006,115380.0
655,60.573189750000054,117680.0
655,60.09622537500005,114900.0
655,59.62221375000006,114900.0
655,59.142201375000056,113000.0
655,58.662189000000055,112159.99999999999
655,58.16722237500006,111459.99999999999
655,57.696211125000055,114020.0
655,57.21919912500006,114020.0
655,56.73318600000005,114160.0
655,56.26822312500005,115740.0
655,55.77020850000005,114980.0
655,55.31119875000005,115120.0
655,54.82818600000005,115120.0
655,54.34822125000005,114620.0
655,53.86820887500005,113780.0
655,53.391196875000055,113900.0
655,52.90818412500005,114200.0
655,52.43121975000005,114200.0
655,51.95120737500005,116080.0
655,51.468194625000045,118940.0
655,50.98818225000005,120580.0
655,50.51121787500005,120480.0
655,50.03120550000005,120480.0
655,49.55119312500005,118960.0
655,49.071180750000046,118060.0
655,48.591216000000045,118640.0
655,48.11420400000004,117960.0
655,47.61918975000005,117960.0
655,47.142225375000045,118520.0
655,46.662213000000044,117900.0
655,46.18520100000004,116240.0
655,45.70518862500005,116600.0
655,45.231224625000046,116600.0
655,44.74521150000004,117540.0
655,44.265199125000045,119180.0
655,43.79118750000004,119720.0
655,43.320223875000046,119500.0
655,42.84021150000004,119500.0
655,42.36019912500004,118620.0
655,41.871185625000045,118740.0
655,41.397221625000036,120120.0
655,40.90820812500004,119160.0
655,40.44319762500004,119160.0
655,39.95418412500003,119020.0
655,38.54948475000003,124220.0
655,38.10157162500004,124220.0
655,37.67189887500003,122720.0
655,37.26275250000004,121740.0
655,36.87594225000004,123980.0
655,36.48260737500003,125040.0
655,36.11670450000003,125040.0
655,35.748896625000036,125300.0
655,35.43266662500003,124260.0
655,35.11434112500003,125240.0
655,34.811112750000035,124420.0
655,34.522981500000036,124420.0
655,34.246518375000036,127200.0
655,33.98553337500003,128000.0
655,33.74440800000003,128280.0
655,33.51676050000003,128880.0
655,33.30035250000003,128880.0
655,33.10313737500003,127820.0
655,32.91987637500003,127120.0
655,32.75290312500003,128020.0
655,32.60097937500003,128960.0
655,32.46248587500003,128960.0
655,32.340184875000034,129780.0
655,32.23188562500003,128740.0
655,32.14077900000003,127900.0
655,32.06343600000003,127780.0
655,32.00376187500003,127780.0
655,31.95766087500003,129520.0
655,31.922656500000027,131240.0
655,31.892033625000032,131020.0
655,31.86045825000003,130540.0
655,31.827263625000032,130540.0
655,31.795259625000032,132140.0
655,31.760064750000033,131000.0
655,31.73063250000003,131120.0
655,31.699866750000027,130680.0
655,31.66743412500003,130680.0
655,31.636049250000028,131600.0
655,31.60423575000003,131880.0
655,31.572231750000025,131960.0
655,31.540037250000026,130000.0
655,31.50865237500003,130000.0
655,31.476029250000032,130760.0
655,31.44464437500003,130740.0
