Wavelength (nm),Power (mW),Position (mm)
685,6.4467201,16.363378500000014
685,6.56819018,16.258413000000015
685,6.63765753,16.164020250000014
685,6.76680403,16.065007875000017
685,6.89748535,15.969424500000017
685,6.98690908,15.919608750000016
685,7.1145203,15.856410375000015
685,7.261705579999999,15.763017750000014
685,7.40793115,15.663624375000015
685,7.56778009,15.563992875000014
685,7.71304639,15.457789125000016
685,7.795561569999999,15.364587000000014
685,7.894196549999999,15.311628000000015
685,8.02411139,15.249001125000014
685,8.094538,15.163609500000016
685,8.1973942,15.120985125000013
685,8.34208447,15.056596125000015
685,8.5128732,14.964584625000015
685,9.06391628,14.859619125000014
685,9.01021343,14.657593875000014
685,9.0754237,14.609016375000014
685,9.182831270000001,14.545818000000015
685,9.25571471,14.466189000000012
685,9.35545005,14.415801750000014
685,9.44943074,14.353794000000013
685,9.5606735,14.290595625000012
685,9.65273753,14.225587500000014
685,9.833026680000001,14.162627250000012
685,10.020988999999998,14.061995625000012
685,10.1859346,13.963792875000012
685,10.2875894,13.860827625000013
685,10.469797100000001,13.766625375000013
685,10.5887121,13.714190250000014
685,10.7402308,13.649991750000014
685,10.8207865,13.563409500000013
685,10.9358653,13.523214000000012
685,11.1142378,13.456586625000012
685,11.290692700000001,13.363003500000012
685,11.449883699999999,13.264610250000013
685,11.5457829,13.159597125000012
685,11.653190500000001,13.103399625000012
685,11.774023999999999,13.043392125000013
685,11.8334815,12.964429875000013
685,11.9044464,12.916614375000012
685,11.9811641,12.852034875000012
685,12.011854000000001,12.763833375000013
685,12.0444577,12.72382837500001
685,12.096243,12.660010875000014
685,12.1058337,12.565999125000012
685,12.1115865,12.500419500000012
685,12.130768,12.436602000000011
685,12.130768,12.365212125000012
685,12.1326856,12.25600800000001
685,12.128849500000001,12.167997000000012
685,12.1346042,12.117609750000012
685,12.128849500000001,12.052220625000011
685,12.113506,11.964828750000011
685,12.1173421,11.92620487500001
685,12.1154226,11.862196875000011
685,12.0981624,11.763994125000012
685,12.1077504,11.664219750000012
685,12.1211773,11.56363575000001
685,12.103915200000001,11.460622875000011
685,12.1058337,11.366611125000011
685,12.100079099999999,11.31879562500001
685,12.1154226,11.25459712500001
685,12.100079099999999,11.16582412500001
685,12.100079099999999,11.12581912500001
685,12.113506,11.06043000000001
685,12.1058337,10.96379887500001
685,12.1058337,10.86240525000001
685,12.119258799999999,10.76582175000001
685,12.1077504,10.70400450000001
685,12.103915200000001,10.64699737500001
685,12.1077504,10.56522525000001
685,12.103915200000001,10.51902900000001
685,12.113506,10.45183012500001
685,12.1019986,10.364200125000009
685,12.1154226,10.261996875000008
685,12.103915200000001,10.16584200000001
685,12.1058337,10.103215125000009
685,12.100079099999999,10.03920712500001
685,12.103915200000001,9.96562650000001
690,0.0008717420880000001,99.9931642500001
690,0.000874018326,99.92658450000009
690,0.000887295585,99.6836017500001
690,0.000917264344,99.3548940000001
690,0.0009381287209999999,99.1129113750001
690,0.000982512915,98.75339025000008
690,0.00106255641,98.1400755000001
690,0.00113577153,97.25829862500008
690,0.00124559392,96.35932912500009
690,0.00134972618,95.3533462500001
690,0.00141763007,94.3453155000001
690,0.0015081056999999998,93.7773397500001
690,0.00162911897,93.1953146250001
690,0.00169986822,92.33930287500009
690,0.00180893198,91.91934562500009
690,0.00197395025,91.26531150000008
690,0.00217424827,90.35334037500009
690,0.00238099506,89.33130787500008
690,0.00253235658,88.36533000000009
690,0.0026950990599999996,87.7633023750001
690,0.0028910342299999997,87.12131737500007
690,0.00303708521,86.35731712500008
690,0.0033271001,85.33533225000008
690,0.00351734502,84.87532237500008
690,0.0038158955200000002,84.24333862500008
690,0.00398186239,83.37932587500008
690,0.0042347001000000006,82.96132125000008
690,0.00449948811,82.32533700000008
690,0.004788175370000001,81.68930512500009
690,0.00511005555,81.04531987500008
690,0.00568951646,80.36733037500008
690,0.00622573043,79.30934100000007
690,0.00663429364,78.36131775000007
690,0.00717430157,77.34333337500007
690,0.00779587026,76.89732525000008
690,0.00834156799,76.25734050000007
690,0.0106171874,75.61330762500008
690,0.0110562869,73.50332962500008
690,0.0116493557,73.06332225000006
690,0.0129267337,72.42533775000007
690,0.0136433582,71.37530175000006
690,0.015055697100000001,70.33931512500007
690,0.016637213799999998,69.36533625000006
690,0.0178651699,68.91332737500007
690,0.0195778466,68.26534162500006
690,0.0216916051,67.36132387500005
690,0.0241361104,66.36334200000006
690,0.0266813604,65.33130825000006
690,0.029760754799999997,64.37933212500006
690,0.031519055500000004,63.377302125000064
690,0.0336195044,62.82532837500006
690,0.036647576099999996,62.19734512500006
690,0.0383469487,61.31533012500006
690,0.0410727807,60.91332750000006
690,0.0454162473,60.259341000000056
690,0.0505390708,59.333320500000056
690,0.056296776199999995,58.36334212500006
690,0.059843780000000006,57.31730662500006
690,0.0640998041,56.757331875000055
690,0.0693651964,56.11734712500005
690,0.07330949299999999,55.351346625000055
690,0.0820078276,54.385321125000054
690,0.10570723,53.88130575000005
690,0.111316316,51.60930750000005
690,0.11850355800000001,51.00532725000005
690,0.132935093,50.36134200000004
690,0.147271567,49.313306250000046
690,0.16248268400000002,48.34332787500004
690,0.171837499,47.37730237500005
690,0.18353101,46.84133062500005
690,0.201289964,46.211347125000046
690,0.223270006,45.31733062500004
690,0.24654300099999998,44.35330537500004
690,0.272725098,43.375326000000044
690,0.30303321499999997,42.38534512500004
690,0.321001338,41.32930837500004
690,0.34435035199999997,40.77133387500004
690,0.37410706899999996,40.15130400000004
690,0.393006892,39.331344375000036
690,0.434228947,38.413324875000036
690,0.46330117000000004,37.89730800000004
690,0.510721758,37.26332400000003
690,0.569037336,36.379308750000035
690,0.610563671,35.381326875000035
690,0.6507779469999999,34.71733912500003
690,0.712687091,34.07330625000003
690,0.77946391,33.32330775000003
690,0.822302129,32.35132912500003
690,1.06669089,31.385303625000027
690,1.12893817,29.59331775000003
690,1.20086386,28.94133150000003
690,1.3171980399999998,28.31330062500003
690,1.47661148,27.373326000000024
690,1.64361624,26.333338875000024
690,1.7347098300000001,25.317307125000024
690,1.85958354,24.791336625000024
690,2.03342061,24.157305000000022
690,2.15392956,23.35534762500002
690,2.33725505,22.89333750000002
690,2.63824314,22.25216212500002
690,2.94587342,21.401103375000023
690,3.27475881,20.66905950000002
690,3.45390942,20.01292987500002
690,3.61256418,19.71013012500002
690,3.92474886,19.15482262500002
690,3.96782858,19.034807625000017
690,4.02703928,18.941796000000018
690,4.06689243,18.892170750000016
690,4.126103130000001,18.828400875000018
690,4.17070137,18.73357950000002
690,4.21207258,18.668619000000017
690,4.25761985,18.603372750000016
690,4.3253703,18.536983500000016
690,4.39900393,18.436399500000014
690,4.43544192,18.33419625000002
690,4.50717798,18.239374875000017
690,4.581381100000001,18.143982000000015
690,4.63167252,18.09297562500002
690,4.70549613,18.028586625000017
690,4.7846338699999995,17.934003375000017
690,4.87136142,17.83761037500002
690,4.96871816,17.739407625000016
690,5.07385563,17.639585625000016
690,5.12566464,17.534810625000016
690,5.19436458,17.483994750000015
690,5.2865967199999995,17.421987000000016
690,5.332522559999999,17.334976125000015
690,5.40141203,17.294018625000014
690,5.49800927,17.229201000000018
690,5.59992017,17.134379625000015
690,5.70752472,17.039986875000018
690,5.77622373,16.939021875000016
690,5.84796024,16.877395125000017
690,5.94000285,16.81481587500002
690,5.99541795,16.734186750000013
690,6.10909471,16.63998450000002
690,6.18481636,16.590978375000017
690,6.28710724,16.527399000000017
690,6.33569015,16.439197500000017
690,6.41311938,16.398001875000016
690,6.492067130000001,16.334422500000016
690,6.57139393,16.271414625000016
690,6.66324655,16.207216125000013
690,6.796471309999999,16.137397875000016
690,6.93861535,16.036004250000016
690,7.0020007,15.933991500000015
690,7.13902013,15.841980000000015
690,7.23296078,15.791592750000014
690,7.32614193,15.727822875000015
690,7.4244467499999995,15.663814875000014
690,7.52502866,15.599997375000015
690,7.66963977,15.531988875000016
690,7.82753527,15.436596000000014
690,7.97651242,15.335821500000014
690,8.066276089999999,15.239428500000015
690,8.22037645,15.133224750000014
690,8.323046380000001,15.087600000000014
690,8.961948569999999,15.024020625000015
690,8.93728901,14.764416750000015
690,9.01505817,14.704790250000014
690,9.13265999,14.641210875000013
690,9.30337328,14.540198250000014
690,9.39252228,14.440995375000014
690,9.553750979999998,14.338030125000014
690,9.66186821,14.290214625000015
690,9.79274884,14.225397000000013
690,9.97863431,14.135814375000013
690,10.1474496,14.037230625000014
690,10.3276465,13.935027375000013
690,10.500256,13.839015375000013
690,10.6235491,13.739622000000013
690,10.7449442,13.682186250000013
690,10.9061729,13.617987750000013
690,11.0730911,13.528595625000012
690,11.167931399999999,13.437631875000012
690,11.2589784,13.393197750000013
690,11.4240004,13.331809125000012
690,11.6117839,13.239226125000013
690,11.7066251,13.135022625000014
690,11.8052568,13.074824625000012
690,11.9133759,13.011626250000011
690,12.0214932,12.937188375000012
690,12.0746046,12.836794875000011
690,12.148579600000001,12.738401625000012
690,12.1656517,12.69201487500001
690,12.2073805,12.627435375000012
690,12.2073805,12.539805375000011
690,12.232040099999999,12.499800375000012
690,12.2415228,12.43622100000001
690,12.2339353,12.334017750000012
690,12.230141999999999,12.234624375000012
690,12.2396266,12.13942200000001
690,12.2244526,12.041790750000011
690,12.2206565,11.938635000000012
690,12.2073805,11.89301025000001
690,12.214967999999999,11.82719250000001
690,12.214967999999999,11.738419500000012
690,12.2225545,11.636835375000011
690,12.211173800000001,11.53039350000001
690,12.2054825,11.438810625000011
690,12.201689199999999,11.336035875000011
690,12.2073805,11.285029500000011
690,12.214967999999999,11.222831250000011
690,12.214967999999999,11.132629500000009
690,12.2073805,11.03842725000001
690,12.2073805,10.99680300000001
690,12.214967999999999,10.93403325000001
690,12.2092767,10.839831000000009
690,12.2225545,10.73500837500001
690,12.2092767,10.67881087500001
690,12.211173800000001,10.61542200000001
690,12.190308400000001,10.53803137500001
690,12.1959997,10.44140025000001
690,12.1959997,10.39101300000001
690,12.201689199999999,10.32662400000001
690,12.1959997,10.23604125000001
690,12.1884132,10.13841000000001
690,12.1884132,10.071830250000009
690,12.2035872,10.00782225000001
690,12.2073805,9.935432250000009
695,0.000888161139,99.9932595000001
695,0.000891537525,99.92115525000008
695,0.000893413414,99.8226667500001
695,0.000913483916,99.6489307500001
695,0.000932241562,99.3531318750001
695,0.000971819986,98.86416600000008
695,0.00100352008,98.55860400000009
695,0.00107160997,98.09968950000008
695,0.00115076705,97.37626575000009
695,0.00121998232,96.43933912500009
695,0.00128976069,95.74134712500009
695,0.0013655410400000001,95.11531650000009
695,0.00149140442,94.38732075000009
695,0.00157412524,93.4313441250001
695,0.00172981288,92.44331587500008
695,0.00189619254,91.45733550000008
695,0.00201642843,90.94731937500009
695,0.00214041597,90.31933612500008
695,0.0022687174799999998,89.68730475000008
695,0.00240564782,89.03531850000009
695,0.0026448065,88.40533500000008
695,0.00292016739,87.41530650000009
695,0.00319946798,86.37931987500008
695,0.00336434664,85.40534100000008
695,0.0036667188400000003,84.41131200000008
695,0.0038996877300000003,83.91134475000007
695,0.0042705246399999995,83.27931337500009
695,0.00468094004,82.37134275000008
695,0.00515381817,81.42331950000008
695,0.0057148568,80.42333737500007
695,0.00628958833,79.39930462500007
695,0.00671257112,78.37131900000008
695,0.0070241339900000005,77.84530087500008
695,0.00772716703,77.20931662500008
695,0.00814902523,76.41331237500007
695,0.010490210100000001,75.93334762500008
695,0.011116186200000001,73.69330575000008
695,0.011734643500000001,73.06532250000006
695,0.012941483,72.43133850000007
695,0.014428411300000001,71.43330900000007
695,0.0158044313,70.33731487500008
695,0.0167462185,69.43334475000007
695,0.0179699746,68.89332487500006
695,0.019601648099999997,68.27334262500007
695,0.0205001998,67.41733087500008
695,0.0218762198,66.98532450000006
695,0.024047398299999998,66.35734125000006
695,0.0267825217,65.43732150000007
695,0.0297958595,64.39933462500005
695,0.0318279344,63.439309875000056
695,0.033841210100000005,62.793324375000054
695,0.036504901799999996,62.199345375000064
695,0.0385839739,61.42534387500006
695,0.0427082741,60.45131737500006
695,0.0457986825,59.961303750000056
695,0.0507895747,59.32131900000005
695,0.0560342451,58.37734387500006
695,0.0601679531,57.431320875000054
695,0.0644182001,56.76933337500006
695,0.0692568283,56.12730075000005
695,0.077947203,55.42530825000006
695,0.0823045993,54.35931787500005
695,0.10451777799999999,53.44734675000005
695,0.108128028,51.76132650000005
695,0.115122843,51.33332062500005
695,0.123039048,50.69933662500005
695,0.132158646,50.05930425000005
695,0.14684403099999999,49.41731925000005
695,0.161867894,48.39733462500004
695,0.180426738,47.435309625000045
695,0.189715589,46.38532125000004
695,0.203141142,45.89330737500005
695,0.222978648,45.259323375000044
695,0.232135819,44.38330912500004
695,0.24768617000000004,43.98130650000004
695,0.272600562,43.34132175000004
695,0.299827749,42.38734537500004
695,0.333391654,41.43732187500004
695,0.35559834199999996,40.429338750000035
695,0.379779405,39.83331187500004
695,0.412816822,39.19132687500004
695,0.43259791,38.35531762500004
695,0.47763183800000003,37.46530162500004
695,0.513978594,36.95333287500004
695,0.564973161,36.307347375000035
695,0.629374525,35.419331625000034
695,0.674859679,34.36934325000003
695,0.724726124,33.74531287500003
695,0.772373634,33.11532937500003
695,1.05506543,32.397334875000034
695,1.12300436,29.65732575000003
695,1.1948844200000002,28.969335000000026
695,1.30486279,28.315300875000027
695,1.46814145,27.431333250000026
695,1.61828264,26.337339375000024
695,1.7254456200000001,25.429321125000026
695,1.84818613,24.817339875000023
695,2.00977549,24.169306500000022
695,2.1396474899999998,23.411307000000022
695,2.42829393,22.39332262500002
695,2.63473787,21.944790375000018
695,2.90930877,21.37410000000002
695,3.04931519,20.717351250000018
695,3.24956584,20.42221912500002
695,3.4323630400000003,20.032789500000018
695,3.59038636,19.71655950000002
695,3.89648648,19.156537125000018
695,3.9730584199999996,19.043427750000017
695,4.005526189999999,18.944986875000016
695,4.06483188,18.84278362500002
695,4.1063088,18.796777875000018
695,4.147597589999999,18.73281750000002
695,4.19038767,18.669381000000016
695,4.2322399100000005,18.604992000000017
695,4.3018679099999995,18.540793500000017
695,4.36624046,18.437209125000017
695,4.44112346,18.344816625000018
695,4.5148804799999995,18.244375500000018
695,4.556169270000001,18.14579175000002
695,4.60496498,18.088213125000017
695,4.670652100000001,18.029777250000016
695,4.705559,17.944195125000018
695,4.76073613,17.902380375000018
695,4.83899703,17.838181875000018
695,4.93640127,17.745217875000016
695,5.0324914000000005,17.640204750000017
695,5.09386184,17.54581200000002
695,5.1612383699999995,17.486185500000015
695,5.24344062,17.422987125000017
695,5.29767899,17.343405750000016
695,5.3971475,17.24401237500002
695,5.46546141,17.198578125000015
695,5.560050250000001,17.133998625000014
695,5.66571206,17.045797125000014
695,5.73965628,16.945213125000013
695,5.81303798,16.879395375000016
695,5.88904647,16.815196875000016
695,6.00934774,16.745188125000016
695,6.06921688,16.642603875000017
695,6.18407456,16.548211125000012
695,6.25745626,16.495014000000015
695,6.36236649,16.431625125000014
695,6.41135033,16.344614250000014
695,6.4907381299999996,16.304990250000017
695,6.6132904,16.240601250000015
695,6.75442303,16.143779625000015
695,6.88410737,16.038004500000014
695,7.02486467,15.945993000000016
695,7.09580677,15.842218125000015
695,7.2343112000000005,15.749397000000016
695,7.3326537400000005,15.697009500000014
695,7.46308919,15.631810875000017
695,7.525022610000001,15.544990500000015
695,7.62524223,15.504795000000014
695,7.77012715,15.440787000000014
695,7.933030840000001,15.345203625000016
695,8.08298402,15.239619000000015
695,8.17719847,15.144988125000014
695,8.27779248,15.087600000000014
695,8.85707233,15.026211375000015
695,8.8458173,14.793801375000013
695,8.90396722,14.738985000000014
695,8.99025425,14.673786375000013
695,9.074664669999999,14.610207000000013
695,9.24911443,14.544198750000014
695,9.393551389999999,14.440804875000014
695,9.50422231,14.346031125000014
695,9.65053588,14.241399000000014
695,9.76308435,14.192631000000013
695,9.87000391,14.130194625000014
695,9.98067483,14.066805750000013
695,10.0988513,14.003226375000013
695,10.2808038,13.938789750000014
695,10.4421219,13.842587250000014
695,10.654088100000001,13.746194250000013
695,10.8097801,13.639609500000013
695,10.909196,13.542025875000013
695,11.0423788,13.488828750000014
695,11.1718075,13.428011625000012
695,11.2618469,13.345620375000014
695,11.3743944,13.298233500000013
695,11.5338378,13.234987500000011
695,11.704535199999999,13.146595500000013
695,11.8302125,13.046202000000012
695,11.9089969,12.94242712500001
695,11.9746495,12.885420000000012
695,12.0459311,12.820221375000012
695,12.0778177,12.745402500000012
695,12.1265901,12.649390500000012
695,12.149099300000001,12.597003000000011
695,12.169733599999999,12.532804500000012
695,12.1659813,12.441221625000013
695,12.1903652,12.338208750000012
695,12.192242799999999,12.278201250000011
695,12.1772364,12.21362175000001
695,12.1772364,12.14480362500001
695,12.1809877,12.041028750000013
695,12.1641047,11.945826375000012
695,12.16223,11.84600437500001
695,12.1547272,11.796998250000012
695,12.1603534,11.733799875000011
695,12.139719,11.67022050000001
695,12.1603534,11.606403000000011
695,12.1528506,11.541823500000012
695,12.1434703,11.44581150000001
695,12.149099300000001,11.34622762500001
695,12.1547272,11.24202412500001
695,12.145347000000001,11.189208000000011
695,12.150975899999999,11.12662875000001
695,12.150975899999999,11.062620750000011
695,12.16223,10.99923187500001
695,12.149099300000001,10.93560487500001
695,12.1547272,10.84140262500001
695,12.16223,10.74662887500001
695,12.150975899999999,10.64623537500001
695,12.145347000000001,10.543032000000009
695,12.1603534,10.479833625000008
695,12.149099300000001,10.42339800000001
695,12.1528506,10.34581687500001
695,12.1547272,10.252043250000009
695,12.150975899999999,10.20003675000001
695,12.139719,10.13340937500001
695,12.1528506,10.04039775000001
695,12.1340929,9.94281412500001
700,0.0008999306829999999,99.9931166250001
700,0.000906978926,99.8849602500001
700,0.000926454049,99.6372150000001
700,0.000945001943,99.4064242500001
700,0.000974863951,99.1160070000001
700,0.00102290267,98.58213075000009
700,0.0010627806,97.98510375000009
700,0.0011210206599999999,97.5892923750001
700,0.0011905749500000001,97.01260125000009
700,0.0012367589800000001,96.14530237500009
700,0.0013083536000000002,95.75134837500009
700,0.0013771658599999999,95.1133162500001
700,0.00145339754,94.45932975000008
700,0.0015539266100000001,93.8313465000001
700,0.00171084116,93.1473086250001
700,0.00189112586,92.1493267500001
700,0.0019777442,91.09533787500008
700,0.00216081116,90.19732087500009
700,0.00228656563,89.66730225000008
700,0.00242511737,89.04531975000009
700,0.0025829595000000003,88.40133450000008
700,0.00274636545,87.7633023750001
700,0.00300733336,87.10931587500008
700,0.00331578372,86.15533950000008
700,0.00362015294,85.13330700000007
700,0.00401095531,84.14732662500008
700,0.004203296610000001,83.11134000000007
700,0.00446611875,82.63332787500008
700,0.00484634893,82.01134537500008
700,0.00504518175,81.14933287500007
700,0.005371066440000001,80.73932925000007
700,0.0059176709300000005,80.09734425000008
700,0.00651565233,79.10331525000007
700,0.007089336119999999,78.17134162500007
700,0.007630561410000001,77.15931037500006
700,0.0081888511,76.57333237500006
700,0.0103487437,75.93134737500007
700,0.0108134427,73.86532725000006
700,0.0115030534,73.38731512500007
700,0.0120737022,72.73932937500007
700,0.0129733553,72.10334512500006
700,0.0137967991,71.44731075000006
700,0.0147280543,70.81732725000006
700,0.0163656478,70.16534100000005
700,0.0182225776,69.13730775000008
700,0.0192783737,68.16132862500005
700,0.021259842499999997,67.11334050000006
700,0.0226688062,66.65933137500006
700,0.024235765500000003,66.02334712500006
700,0.025893805300000003,65.40131700000006
700,0.027756313999999997,64.76333250000006
700,0.030890234500000002,64.11334650000006
700,0.0340092811,63.10731600000007
700,0.037689686,62.159340375000056
700,0.0418626696,61.13730787500006
700,0.04422519120000001,60.15932850000006
700,0.0475078195,59.57930362500006
700,0.0519596178,58.99932637500006
700,0.054363034,58.153315875000054
700,0.0580843334,57.723309750000055
700,0.0641086663,57.071323500000055
700,0.0716181894,56.145303000000055
700,0.0796611785,55.08331312500005
700,0.103237515,54.15333975000005
700,0.107662665,51.851337750000056
700,0.11450490299999999,51.33332062500005
700,0.122425525,50.69333587500005
700,0.13144317200000002,50.057304000000045
700,0.14059094200000002,49.399317000000046
700,0.150166379,48.769333500000045
700,0.166528276,48.127300875000046
700,0.18341073900000002,47.09531475000005
700,0.20399325899999998,46.15934062500004
700,0.21639480800000002,45.14730937500004
700,0.238241657,44.17933125000005
700,0.25400854100000003,43.59530587500004
700,0.276394596,43.015328625000045
700,0.288256968,42.163317375000034
700,0.307593698,41.749313250000036
700,0.33983407800000004,41.09932725000004
700,0.379902107,40.171306500000036
700,0.417850504,39.08931412500004
700,0.44326722900000004,38.151339750000034
700,0.47327636300000003,37.59131737500004
700,0.51808561,36.94733212500004
700,0.545770687,36.15332812500004
700,0.5834960029999999,35.663314500000034
700,0.636393204,35.003327250000034
700,0.667796878,34.15931700000003
700,0.717217161,33.757314375000036
700,0.783705909,33.119329875000034
700,1.04326778,32.15130412500003
700,1.1104468699999999,29.66732700000003
700,1.18022424,28.95333300000003
700,1.25816697,28.32130162500003
700,1.34186249,27.677316375000025
700,1.4849432,27.033331125000025
700,1.64472556,26.113311375000023
700,1.82863313,25.147333500000023
700,2.06023431,24.147303750000024
700,2.19719089,23.105316375000022
700,2.39835726,22.57134487500002
700,2.64350534,21.944790375000018
700,2.80718505,21.26441962500002
700,3.1109759599999998,20.552664000000018
700,3.29952314,20.22033675000002
700,3.52574256,19.86391125000002
700,3.83305922,19.15525125000002
700,3.8948568999999997,19.054762500000017
700,3.9395811,18.98680162500002
700,3.9984090300000004,18.91279237500002
700,4.03292663,18.817971000000018
700,4.095837469999999,18.719577750000017
700,4.13592206,18.667380750000017
700,4.1964207799999995,18.604372875000017
700,4.24244395,18.510980250000017
700,4.28568339,18.444019500000017
700,4.33486141,18.381583125000017
700,4.40501003,18.313384125000017
700,4.48239641,18.217610250000014
700,4.55402955,18.112216125000018
700,4.59652673,18.017204250000017
700,4.64663235,17.963197500000017
700,4.70007909,17.901380250000017
700,4.75500943,17.837419875000016
700,4.81439522,17.773983375000018
700,4.89716278,17.708975250000016
700,4.99867415,17.617011375000015
700,5.10204025,17.516617875000016
700,5.215242969999999,17.417415000000016
700,5.26757585,17.31102075000002
700,5.3334562100000005,17.261776500000018
700,5.41640958,17.197816125000013
700,5.4668868,17.117187000000015
700,5.5342516900000005,17.07041925000002
700,5.632978860000001,17.005792125000017
700,5.73634589,16.913590125000017
700,5.851589140000001,16.81819725000002
700,5.92452148,16.715803500000014
700,5.99819561,16.655415000000016
700,6.08838676,16.591216500000016
700,6.19991915,16.512587625000016
700,6.26115967,16.417194750000018
700,6.37677498,16.318420500000013
700,6.45638723,16.271605125000015
700,6.577012590000001,16.207787625000016
700,6.66330662,16.112204250000016
700,6.74904417,16.047196125000013
700,6.83812099,15.983426250000015
700,6.97433483,15.918180000000014
700,7.12298276,15.818405625000015
700,7.1973996200000006,15.713583000000014
700,7.3427069,15.620190375000014
700,7.43865082,15.566612250000015
700,7.535336999999999,15.504795000000014
700,7.63183739,15.440787000000014
700,7.73019344,15.377588625000014
700,7.87772797,15.311389875000016
700,8.0354698,15.216616125000014
700,8.193582300000001,15.116984625000013
700,8.76916107,15.016829250000015
700,8.73392168,14.792991750000013
700,8.800693789999999,14.737794375000014
700,8.88787024,14.672405250000013
700,8.97875801,14.609397375000013
700,9.06407833,14.545198875000015
700,9.17536765,14.481619500000013
700,9.36085079,14.416611375000013
700,9.51851066,14.315027250000012
700,9.68359038,14.214395625000012
700,9.757782330000001,14.111192250000014
700,9.93028004,14.022609750000013
700,10.0415703,13.970222250000013
700,10.199230199999999,13.906214250000014
700,10.3976978,13.817822250000013
700,10.562775700000001,13.713190125000013
700,10.7686622,13.618225875000013
700,10.930032500000001,13.517213250000012
700,11.0339019,13.417819875000013
700,11.143336099999999,13.357431375000013
700,11.2954304,13.299805125000013
700,11.3603491,13.218033000000013
700,11.4753488,13.171217625000013
700,11.6126072,13.108019250000012
700,11.7424447,13.018817625000011
700,11.8574435,12.912423375000014
700,11.8982494,12.818792625000013
700,11.950182700000001,12.756594375000011
700,11.9724423,12.692205375000011
700,12.007682599999999,12.619005750000012
700,12.035505800000001,12.512992500000012
700,12.037361,12.424791000000011
700,12.037361,12.373594125000013
700,12.054053099999999,12.307824000000013
700,12.037361,12.218622375000011
700,12.037361,12.147804000000011
700,12.035505800000001,12.085605750000012
700,12.0299421,12.019216500000011
700,12.0262327,11.919204000000011
700,12.024376499999999,11.81962012500001
700,12.0169576,11.715797625000011
700,12.0113939,11.668791750000011
700,12.0095387,11.605831500000011
700,12.0132482,11.542204500000011
700,12.0113939,11.47743450000001
700,12.0169576,11.41399800000001
700,12.0132482,11.31341400000001
700,12.0132482,11.218402125000011
700,12.0113939,11.116198875000011
700,12.0225232,11.01780562500001
700,12.0169576,10.956607500000011
700,12.0113939,10.90260075000001
700,12.0132482,10.81739962500001
700,12.0132482,10.77539437500001
700,12.0169576,10.710814875000011
700,12.007682599999999,10.61780325000001
700,11.9965542,10.511837625000009
700,12.003973100000001,10.41782587500001
700,12.007682599999999,10.35343687500001
700,12.0132482,10.29562012500001
700,12.0095387,10.21861050000001
700,12.0132482,10.119026625000009
700,11.9965542,10.071830250000009
700,11.994699899999999,10.007203125000009
700,11.994699899999999,9.91743000000001
705,0.000907631943,99.9932595000001
705,0.0009169834239999999,99.9408720000001
705,0.000934035882,99.7398468750001
705,0.000968874701,99.3843262500001
705,0.00101123123,98.9090763750001
705,0.00105065408,98.26880587500008
705,0.0011027289,97.84003800000009
705,0.00115718728,97.31401987500008
705,0.00121439598,96.7089918750001
705,0.00128077306,96.07534125000008
705,0.00138290557,95.4333086250001
705,0.0015097919,94.49933475000009
705,0.0016744509100000001,93.5293087500001
705,0.00183177542,92.48732137500008
705,0.00193317442,91.51134225000008
705,0.00205382639,90.9573206250001
705,0.0022010660800000003,90.31333537500008
705,0.0023072327599999998,89.53133287500009
705,0.0024458538499999996,89.0333182500001
705,0.00265708695,88.39533375000008
705,0.00276802052,87.53732175000007
705,0.00294019719,87.12531787500008
705,0.00322550864,86.49133387500008
705,0.0034211557199999997,85.50130537500009
705,0.00362028641,84.88132312500008
705,0.00387295904,84.25333987500008
705,0.00427378791,83.52934462500008
705,0.00449730624,82.53531562500008
705,0.004926922429999999,81.56333700000009
705,0.00523845438,81.05132062500007
705,0.005736281760000001,80.41733662500008
705,0.00607275024,79.50531787500007
705,0.006546557420000001,78.81532687500008
705,0.00698717622,78.17734237500007
705,0.0077345584900000005,77.52930900000007
705,0.010199425600000001,76.48732162500008
705,0.0108186896,74.01734625000007
705,0.0115041075,73.38931537500007
705,0.012104996100000001,72.74733037500008
705,0.013007247599999999,72.10734562500006
705,0.0142678291,71.46531300000007
705,0.0157158429,70.51133662500007
705,0.0176250887,69.55531237500007
705,0.0195692501,68.50532400000006
705,0.0206277,67.50334162500006
705,0.022022420999999997,66.98532450000006
705,0.023922477299999998,66.35734125000006
705,0.0251591719,65.53533375000006
705,0.0268754738,65.06332237500007
705,0.0296281687,64.42733812500006
705,0.0328016722,63.539322375000054
705,0.036372090100000004,62.53133925000005
705,0.0386966312,61.49730525000006
705,0.0414180904,60.925329000000055
705,0.0447606471,60.28734450000005
705,0.0475353918,59.53134525000006
705,0.0526071162,58.561319250000054
705,0.056197754,58.043302125000054
705,0.061844635599999996,57.401317125000055
705,0.06856467370000001,56.49534675000005
705,0.0735096037,55.49531700000005
705,0.0791417915,54.84133050000005
705,0.102133075,54.20534625000005
705,0.10722458,51.92334675000005
705,0.11400714,51.331320375000054
705,0.121947684,50.68733512500005
705,0.130991102,50.05930425000005
705,0.144445905,49.40131725000005
705,0.158249968,48.46134262500005
705,0.175546404,47.553324375000045
705,0.187530735,46.547341500000044
705,0.2006547,45.881305875000045
705,0.217951121,45.26332387500005
705,0.228869394,44.46331912500004
705,0.251974183,43.541346750000045
705,0.277505227,42.58132200000004
