Wavelength (nm),Power (mW),Position (mm)
660,4.79921559,17.229391500000016
660,4.8868544400000005,17.154620250000015
660,4.93644178,17.058179625000015
660,5.02812909,16.963405875000017
660,5.08986041,16.909589625000017
660,5.17911743,16.846200750000015
660,5.2497549900000005,16.756189500000016
660,5.31290332,16.687609500000015
660,5.38151618,16.623220500000016
660,5.48251253,16.555593000000016
660,5.5873557,16.457818875000015
660,5.69057837,16.354806000000018
660,5.74866636,16.260222750000015
660,5.8577596199999995,16.163401125000014
660,5.93912369,16.112585250000016
660,6.044775710000001,16.042005000000014
660,6.158928850000001,15.953613000000015
660,6.2795570099999996,15.856791375000016
660,6.40625879,15.758588625000014
660,6.54510409,15.659004750000014
660,6.6108834,15.553610625000013
660,6.6956887,15.504795000000014
660,6.8066027,15.441215625000014
660,6.86651329,15.357014625000014
660,6.95496146,15.313390125000016
660,7.08226999,15.248382000000015
660,7.21605495,15.154417875000014
660,7.354091390000001,15.059215500000015
660,7.442134429999999,14.959822125000015
660,7.5291656,14.897004750000013
660,7.63906771,14.833615875000016
660,7.70626403,14.753605875000014
660,7.83519167,14.659403625000014
660,7.9297116,14.610588000000014
660,8.04993697,14.545389375000013
660,8.11328739,14.459997750000014
660,8.204973299999999,14.418802125000013
660,8.30030348,14.353794000000013
660,8.39320477,14.289786000000012
660,8.485700940000001,14.225587500000014
660,8.6375,14.158817250000013
660,8.79435893,14.056995000000013
660,8.86924565,13.954220250000013
660,9.570058439999999,13.859017875000013
660,9.52555519,13.635990000000012
660,9.56601277,13.586793375000013
660,9.64693166,13.524214125000013
660,9.735939089999999,13.459587000000013
660,9.841132909999999,13.394817000000012
660,9.94632579,13.331999625000012
660,10.1020932,13.260228750000012
660,10.1769418,13.154596500000013
660,10.3023648,13.062632625000013
660,10.3873266,13.012197750000013
660,10.4844281,12.948808875000013
660,10.547139699999999,12.859607250000012
660,10.591645699999999,12.788217375000011
660,10.6260339,12.723590250000012
660,10.6604248,12.658820250000012
660,10.6806532,12.555807375000013
660,10.6887454,12.460605000000012
660,10.694814800000001,12.353591625000012
660,10.6968367,12.26019900000001
660,10.6907692,12.213431250000012
660,10.694814800000001,12.149613750000011
660,10.6664943,12.05941200000001
660,10.6745856,11.955208500000012
660,10.6766075,11.860625250000012
660,10.6664943,11.757802875000012
660,10.6664943,11.659409625000011
660,10.6644705,11.596592250000011
660,10.6644705,11.542204500000011
660,10.6766075,11.45881312500001
660,10.6563782,11.41461712500001
660,10.6584029,11.34979950000001
660,10.6563782,11.260026375000011
660,10.6705399,11.15301300000001
660,10.6745856,11.05962037500001
660,10.6664943,10.998993750000011
660,10.662448600000001,10.93441425000001
660,10.6664943,10.85940487500001
660,10.654357300000001,10.75401075000001
660,10.6725618,10.71181500000001
660,10.6523326,10.64661637500001
660,10.6604248,10.55441437500001
660,10.6523326,10.45940250000001
660,10.6503107,10.39120350000001
660,10.654357300000001,10.32819562500001
660,10.654357300000001,10.25899650000001
660,10.642217500000001,10.16041275000001
660,10.6523326,10.05482812500001
660,10.642217500000001,9.95762550000001
665,0.0006951676709999999,99.9932595000001
665,0.000693365621,99.8538135000001
665,0.000703777289,99.7403707500001
665,0.000731608452,99.5333448750001
665,0.0007558355150000001,99.1505827500001
665,0.000812298651,98.57560612500009
665,0.000848539116,97.8175113750001
665,0.000887382555,97.29792262500008
665,0.0009422438439999999,96.6871796250001
665,0.00102934143,95.9513257500001
665,0.00107579342,94.98534787500009
665,0.00117370291,93.9633153750001
665,0.0012493874199999999,93.51530700000009
665,0.00135730829,92.87332200000009
665,0.00145401623,91.9853062500001
665,0.0015467200000000001,91.26131100000008
665,0.00165283882,90.63532800000009
665,0.00181021471,89.93333550000008
665,0.00199642295,88.97531100000009
665,0.00210814801,87.96532762500009
665,0.0023079715,86.99530162500008
665,0.00253822896,85.98531825000008
665,0.00269460384,85.53130912500008
665,0.0029270640899999997,84.88732387500009
665,0.003229002,83.97930562500008
665,0.00358239686,82.99332525000008
665,0.00392037509,81.93533587500008
665,0.00432923252,81.00131437500008
665,0.00458351678,80.00133225000008
665,0.00483820168,79.43530912500007
665,0.0053609865100000004,78.80932612500008
665,0.0055796308499999996,77.94531337500007
665,0.00586675242,77.53530975000007
665,0.00657874853,76.88532375000007
665,0.0072679195,75.94930200000006
665,0.008115066519999999,75.00532687500007
665,0.00865406946,73.95533850000007
665,0.011121322099999999,73.38131437500007
665,0.011699212300000001,71.12931862500007
665,0.0124797671,70.50133537500007
665,0.013605452300000001,69.86530350000007
665,0.014329822999999998,69.00933937500007
665,0.0153812634,68.58533400000007
665,0.0169323412,67.95330262500006
665,0.018138287500000003,67.01732850000008
665,0.0194004188,66.34533975000006
665,0.0208933034,65.71330837500005
665,0.0233754272,65.00331487500007
665,0.0247358785,63.97732950000005
665,0.0273524383,63.03930750000006
665,0.029182429,62.51733750000006
665,0.031995638,61.877305125000056
665,0.0346322668,60.99133725000006
665,0.037066231,60.27934350000005
665,0.039927595899999994,59.637310875000054
665,0.0448055616,58.98132412500005
665,0.0494848755,57.91933425000005
665,0.0525749856,56.98131225000005
665,0.058307749,55.95932737500006
665,0.06477692659999999,55.02530587500006
665,0.0698575459,54.53133937500005
665,0.0766397498,53.87730525000005
665,0.0851636432,52.97733562500005
665,0.11301061700000001,51.97930612500005
665,0.118389711,49.56533775000005
665,0.12593648,49.069323375000046
665,0.134466754,48.369331125000045
665,0.146148217,47.80130775000004
665,0.153654837,46.989301500000046
665,0.164433091,46.52533875000004
665,0.181112307,45.89130712500005
665,0.18887985799999998,45.01534050000004
665,0.201765579,44.623339125000044
665,0.223522788,43.98330675000004
665,0.23777336200000002,42.975323625000044
665,0.25405112,42.37734412500004
665,0.274222693,41.73931200000004
665,0.291062461,40.98731325000004
665,0.322453852,40.021335375000035
665,0.344712869,39.511319250000035
665,0.379255449,38.87333475000003
665,0.420220807,37.94331375000004
665,0.454622874,36.975335625000035
665,0.488121761,36.31134787500003
665,0.5236880389999999,35.671315500000034
665,0.584042165,34.98532500000003
665,0.651100185,33.94733812500003
665,0.682772545,32.98931362500003
665,0.7549888109999999,32.03533725000003
665,0.812753802,31.511319375000028
665,0.869956799,30.871334625000028
665,1.11719442,30.24330375000003
665,1.1821019,28.025312250000027
665,1.26423792,27.365325000000027
665,1.37341849,26.721339750000023
665,1.45074632,25.941337500000024
665,1.6056028,24.967311000000024
665,1.7239986900000002,24.469344000000024
665,1.90049096,23.839312875000022
665,2.00185855,22.98930187500002
665,2.18636403,22.56934462500002
665,2.46081827,21.93540825000002
665,2.74488819,21.12692625000002
665,3.0195429,20.41574212500002
665,3.16498359,19.83471712500002
665,3.45245958,19.231689375000016
665,3.5376001599999998,19.101911250000015
665,3.5646453,18.99780300000002
665,3.59789981,18.955797750000016
665,3.6517893900000002,18.89178975000002
665,3.70668015,18.796777875000018
665,3.7453442299999997,18.70138500000002
665,3.78340692,18.636615000000017
665,3.82287218,18.572416500000017
665,3.88958305,18.500407500000016
665,3.91983287,18.396013500000016
665,3.98313766,18.302192250000015
665,4.02801204,18.25361475000002
665,4.08811169,18.18941625000002
665,4.11335332,18.100786125000017
665,4.1616330900000005,18.06101925000002
665,4.2277420900000005,17.997011250000018
665,4.30206582,17.900189625000017
665,4.38500289,17.799796125000018
665,4.47274838,17.699021625000015
665,4.51581972,17.596389750000018
665,4.607371049999999,17.505616500000016
665,4.668872800000001,17.453800500000014
665,4.75461502,17.389602000000018
665,4.85277735,17.30059087500002
665,4.94412845,17.196006375000017
665,5.0396858700000005,17.099184750000017
665,5.1364465599999996,16.997981625000016
665,5.18973451,16.901017125000013
665,5.25324,16.840200000000017
665,5.337179170000001,16.783002375000017
665,5.38445683,16.701420750000015
665,5.45297097,16.654986375000018
665,5.54532325,16.590216375000015
665,5.65250078,16.499395500000016
665,5.75446943,16.397001750000015
665,5.82618825,16.301418375000015
665,5.895903329999999,16.240220250000018
665,5.98024344,16.175212125000016
665,6.047955709999999,16.100202750000015
665,6.16354635,15.997380375000017
665,6.2426780399999995,15.951993750000014
665,6.35125767,15.888414375000014
665,6.40514679,15.802403625000016
665,6.48768339,15.760017375000015
665,6.57262281,15.696199875000014
665,6.65616104,15.631001250000017
665,6.744307,15.568183875000015
665,6.879732010000001,15.500794500000016
665,7.02196686,15.400020000000014
665,7.09248427,15.298197750000014
665,7.22790789,15.199423500000014
665,7.3214634300000005,15.153227250000013
665,7.40860775,15.089790750000015
665,7.499958390000001,15.025782750000015
665,7.59291183,14.960822250000014
665,7.73755228,14.897195250000014
665,7.8735770700000005,14.795230125000014
665,8.011805820000001,14.699408625000014
665,8.15704558,14.601586875000013
665,8.23297165,14.500812375000013
665,8.324122059999999,14.444186250000014
665,8.44953023,14.386226625000013
665,8.51223338,14.299787250000014
665,8.60999525,14.258401125000015
665,8.74882564,14.194012125000013
665,9.45430994,14.099619375000012
665,9.418269619999998,13.810392750000013
665,9.496358220000001,13.746003750000014
665,9.61649604,13.683424500000013
665,9.68857855,13.598413875000013
665,9.78068262,13.554408375000012
665,9.9188406,13.490400375000013
665,10.038978400000001,13.402389375000013
665,10.1270797,13.330428000000012
665,10.241208599999998,13.267229625000011
665,10.3833713,13.196792250000012
665,10.5175236,13.100208750000013
665,10.585602399999999,12.999005625000013
665,10.6897214,12.904422375000012
665,10.7417796,12.850415625000013
665,10.7778199,12.787407750000012
665,10.811859700000001,12.723590250000012
665,10.8278776,12.66039187500001
665,10.861916500000001,12.596002875000012
665,10.8639197,12.499800375000012
665,10.8779343,12.39721612500001
665,10.8779343,12.297632250000012
665,10.8679244,12.200429625000012
665,10.875933799999999,12.14799450000001
665,10.8639197,12.084415125000012
665,10.8559113,11.99521350000001
665,10.853908,11.900011125000011
665,10.8579127,11.80161787500001
665,10.8579127,11.70203400000001
665,10.859916,11.596592250000011
665,10.8438954,11.541394875000012
665,10.8499033,11.47719637500001
665,10.835885999999999,11.400424875000011
665,10.845898700000001,11.299793250000011
665,10.8398907,11.25383512500001
665,10.8479001,11.189208000000011
665,10.8338855,11.102006625000012
665,10.8438954,11.06281125000001
665,10.8579127,10.996422000000011
665,10.8499033,10.93422375000001
665,10.859916,10.870406250000011
665,10.8479001,10.79563500000001
665,10.8438954,10.699432500000011
665,10.845898700000001,10.60242037500001
665,10.845898700000001,10.50640837500001
665,10.841894,10.45540200000001
665,10.845898700000001,10.39101300000001
665,10.841894,10.32662400000001
665,10.8298808,10.26323512500001
665,10.8378902,10.19822700000001
665,10.8278776,10.10083387500001
665,10.8238729,9.99663037500001
670,0.000724014114,99.9932595000001
670,0.000723221433,99.9247747500001
670,0.000719456636,99.81942825000009
670,0.000738082349,99.65026425000009
670,0.0007602746449999999,99.32917650000009
670,0.000787420618,98.86649962500009
670,0.000817736861,98.5559846250001
670,0.000872623218,98.1056902500001
670,0.000940983455,97.36035900000009
670,0.000994086349,96.41933662500008
670,0.00105313381,95.75530125000009
670,0.00112149394,95.11531650000009
670,0.00122968163,94.35531675000009
670,0.00129407874,93.39133912500009
670,0.00141732539,92.42731387500008
670,0.00150510391,91.91134462500008
670,0.00164757057,91.27331250000009
670,0.00175397463,90.35934112500009
670,0.001860775,89.67930375000009
670,0.0019729252500000002,89.04531975000009
670,0.00218256332,88.39133325000007
670,0.00241043108,87.39930450000008
670,0.00265058361,86.36731837500008
670,0.00279126652,85.41934275000008
670,0.00304885566,84.44531625000008
670,0.0032519551500000002,83.93134725000007
670,0.00356026976,83.29131487500008
670,0.00391356343,82.37334300000008
670,0.00431243052,81.37931400000008
670,0.00475072829,80.36332987500008
670,0.00525540509,79.40930587500007
670,0.00559819637,78.35931750000007
670,0.00585162479,77.85330187500007
670,0.006455770289999999,77.22331837500008
670,0.00679677942,76.39531012500008
670,0.0072685638799999995,75.93334762500008
670,0.00801418537,75.29731575000007
670,0.011027722399999999,74.35934137500007
670,0.0117048594,71.50531800000007
670,0.0124614253,70.80932625000007
670,0.0134562806,70.19134425000007
670,0.0142664612,69.42534375000007
670,0.0158729235,68.43931575000006
670,0.0169571358,67.95330262500006
670,0.018162478200000002,67.30731712500005
670,0.0193976102,66.65733112500007
670,0.0207757093,66.02334712500006
670,0.022983853300000003,65.38531500000005
670,0.0256506974,64.41533662500005
670,0.0286213599,63.425308125000065
670,0.0301444215,62.379320250000056
670,0.033295789799999996,61.443346125000055
670,0.035682645799999996,60.933330000000055
670,0.039133858099999995,60.28734450000005
670,0.0411156252,59.42333175000006
670,0.0441538032,58.99932637500006
670,0.048703128400000004,58.34133937500006
670,0.0542969574,57.407317875000054
670,0.0604209708,56.39933475000005
670,0.0644937245,55.40530575000005
670,0.0691919777,54.803325750000056
670,0.0753934291,54.21534750000005
670,0.07931328580000001,53.40534150000005
670,0.0847820047,52.92132862500005
670,0.11122177999999999,52.27534312500005
670,0.116703923,49.92733537500005
670,0.12476825200000001,49.41931950000004
670,0.13354765500000002,48.75933225000004
670,0.143081837,48.109346250000044
670,0.160402284,47.419307625000044
670,0.168208411,46.34131575000004
670,0.18678019099999998,45.47330250000004
670,0.199830087,44.94133125000004
670,0.218997753,44.309347500000044
670,0.235523679,43.399329000000044
670,0.25139414400000004,42.68733525000004
670,0.268178264,42.07130587500004
670,0.299859559,41.41931962500004
670,0.332394964,40.37133150000004
670,0.351979746,39.41730750000004
670,0.389619905,38.36331862500004
670,0.416156749,37.895307750000036
670,0.446606544,37.27132500000003
670,0.481704192,36.63134025000004
670,0.515133434,36.001309125000034
670,0.5709282699999999,35.35332337500003
670,0.63991209,34.35734175000003
670,0.7021623309999999,33.40931850000003
670,0.781375507,32.40133537500003
670,0.83047658,31.407306375000026
670,1.10896793,30.823328625000027
670,1.17062428,28.323301875000027
670,1.24596001,27.685317375000025
670,1.34409475,27.049333125000025
670,1.49476621,26.371343625000026
670,1.58873771,25.373314125000025
670,1.70273264,24.809338875000023
670,1.85062876,24.177307500000023
670,1.9703728600000001,23.421308250000024
670,2.2360309999999997,22.40332387500002
670,2.42754235,21.952267500000023
670,2.6985527900000004,21.375814500000022
670,2.97769182,20.67044062500002
670,3.16067832,20.05845937500002
670,3.3061953699999997,19.71013012500002
670,3.58315371,19.156537125000018
670,3.6317252100000004,19.044094500000018
670,3.68783041,18.94217700000002
670,3.74294491,18.84340275000002
670,3.7812076,18.796206375000015
670,3.8196679700000002,18.732579375000018
670,3.8567411199999997,18.668380875000018
670,3.89619358,18.604372875000017
670,3.95923806,18.540984000000016
670,4.02307464,18.437780625000016
670,4.09028213,18.341006625000016
670,4.12695901,18.241803750000017
670,4.19297675,18.143791500000017
670,4.23897151,18.087784500000016
670,4.30122251,18.030396375000016
670,4.33393382,17.942575875000017
670,4.37893718,17.900808750000017
670,4.45427326,17.83761037500002
670,4.5432881499999995,17.742979500000015
670,4.62754536,17.639204625000016
670,4.68761567,17.544002250000016
670,4.74709179,17.483613750000014
670,4.8234188,17.422606125000016
670,4.87377448,17.343405750000016
670,4.93622338,17.292018375000016
670,5.01968805,17.229201000000018
670,5.05814888,17.142618750000015
670,5.11881337,17.10361387500002
670,5.21159545,17.038796250000015
670,5.27701853,16.944213000000016
670,5.34164952,16.878823875000016
670,5.41440723,16.81481587500002
670,5.519877650000001,16.743187875000018
670,5.57697471,16.643223000000017
670,5.67927305,16.546401375000016
670,5.74588543,16.496395125000014
670,5.84064983,16.431625125000014
670,5.8870404,16.344614250000014
670,5.96019533,16.303180500000014
670,6.07220782,16.239791625000016
670,6.19869307,16.142779500000017
670,6.31804066,16.038814125000016
670,6.38762675,15.942183000000016
670,6.50975015,15.840979875000015
670,6.63484773,15.747587250000015
670,6.71969913,15.697009500000014
670,6.8414262500000005,15.633192000000015
670,6.985951679999999,15.543799875000014
670,7.12512434,15.440406000000014
670,7.27163255,15.341393625000014
670,7.405452899999999,15.237618750000015
670,7.47999595,15.142606875000014
670,7.57476036,15.089790750000015
670,7.70045258,15.026211375000015
670,7.767461709999999,14.941629375000014
670,7.861829359999999,14.898195375000014
