Wavelength (nm),Position (mm),Counts
655,99.9918783750001,111440.00000000001
655,99.9707328750001,112780.0
655,99.93463312500009,110240.00000000001
655,99.8823408750001,109540.00000000001
655,99.8147610000001,108940.00000000001
655,99.7319887500001,108940.00000000001
655,99.6325953750001,108400.0
655,99.5191050000001,107659.99999999999
655,99.3911842500001,108759.99999999999
655,99.24630900000008,109140.00000000001
655,99.0818122500001,109140.00000000001
655,98.9113623750001,110120.0
655,98.7190050000001,110300.0
655,98.51769412500009,112040.00000000001
655,98.2974285000001,111620.0
655,98.0633992500001,110159.99999999999
655,97.80460500000008,110159.99999999999
655,97.54157212500009,109000.0
655,97.26729975000009,109020.0
655,96.97283437500009,110959.99999999999
655,96.66131925000009,110959.99999999999
655,96.33032550000009,110780.0
655,95.9749477500001,110020.0
655,95.62376100000009,109559.99999999999
655,95.2459518750001,108880.0
655,94.85499825000008,109920.0
655,94.44861412500009,109920.0
655,94.02946650000008,110300.0
655,93.61708162500008,110559.99999999999
655,93.1624533750001,108620.0
655,92.7040151250001,108620.0
655,92.22619350000008,108940.00000000001
655,91.71622500000008,108820.0
655,91.26021562500009,109340.00000000001
655,90.7862040000001,109240.00000000001
655,90.30319125000008,110459.99999999999
655,89.81422537500008,110459.99999999999
655,89.35221525000009,112000.0
655,88.86020137500009,111440.00000000001
655,88.39219050000008,108700.0
655,87.90922537500008,108700.0
655,87.42621262500008,108220.0
655,86.94620025000008,108800.0
655,86.46318750000007,111020.0
655,85.98922350000008,110580.0
655,85.51221150000009,110580.0
655,85.03519950000008,109859.99999999999
655,84.54918637500009,110500.0
655,84.05421975000007,111100.0
655,83.57720775000007,109500.0
655,83.10019575000008,109780.0
655,82.62318375000008,109780.0
655,82.14921975000007,109580.0
655,81.67220775000007,107440.00000000001
655,81.18919500000007,109880.0
655,80.70918262500007,110500.0
655,80.23221825000007,110500.0
655,79.74620512500007,108500.0
655,79.26919312500009,106880.0
655,78.79218112500007,108000.0
655,78.31821712500007,111240.00000000001
655,77.82620325000008,111240.00000000001
655,77.34919125000008,110940.00000000001
655,76.87217925000007,112920.0
655,76.39521487500008,113280.0
655,75.90620137500007,111300.0
655,75.43519012500006,111300.0
655,74.94922462500007,109600.0
655,74.47521300000007,108720.0
655,74.00120137500008,110820.0
655,73.50318675000007,113960.0
655,73.00521975000007,113960.0
655,72.54921037500006,114980.0
655,72.07519875000007,113180.0
655,71.59218600000007,114160.0
655,71.10622050000006,112700.0
655,70.63520925000007,112700.0
655,70.15819725000007,111940.00000000001
655,69.68118525000007,110480.0
655,69.19822012500008,110320.0
655,68.71820775000006,109220.0
655,68.23519500000006,109220.0
655,67.76118337500006,109140.00000000001
655,67.27521787500005,109159.99999999999
655,66.80120625000006,110959.99999999999
655,66.32119387500006,113160.0
655,65.82918000000005,113160.0
655,65.37021787500007,113440.0
655,64.88120437500005,112980.0
655,64.40119200000007,112040.00000000001
655,63.91517887500006,113160.0
655,63.43221375000007,113160.0
655,62.96120250000006,114220.0
655,62.475189375000056,116740.0
655,61.99222425000006,112940.0
655,61.52121300000006,111559.99999999999
655,61.04120062500006,111559.99999999999
655,60.56118825000006,111620.0
655,60.087224250000055,112580.0
655,59.60421150000006,112380.0
655,59.124199125000054,113380.0
655,58.64118637500005,113380.0
655,58.155220875000055,112740.0
655,57.68120925000005,111900.0
655,57.207197625000056,111900.0
655,56.727185250000055,112500.0
655,56.244220125000055,112500.0
655,55.77020850000005,114380.0
655,55.275194250000055,115660.0
655,54.80718337500005,117420.0
655,54.330219000000056,116980.0
655,53.84420587500005,116980.0
655,53.37319462500005,116400.0
655,52.89018187500005,116500.0
655,52.410217125000045,116300.0
655,51.92720437500005,117140.0
655,51.44419162500005,117140.0
655,50.97018000000005,116560.0
655,50.47821375000005,116380.0
655,49.99820137500004,117240.0
655,49.51518862500004,120300.0
655,49.047225375000046,120300.0
655,48.57621412500004,122420.0
655,48.09620175000005,122620.0
655,47.61018862500004,123040.0
655,47.12722350000004,124280.0
655,46.653211875000046,124280.0
655,46.170199125000046,121740.0
655,45.690186750000045,123820.0
655,45.21622275000004,124380.0
655,44.73321000000004,126300.0
655,44.24719687500004,126300.0
655,43.76718450000004,128860.0
655,43.28721975000004,129960.0
655,42.80720737500004,128940.0
655,42.336196125000036,132200.0
655,41.85918412500004,132200.0
655,41.37621900000004,133300.0
655,40.89620662500003,132740.0
655,40.42219500000004,131060.0
655,39.924180375000034,133200.0
